PEM Size (MW),Curtailment Recovery (%),Residual Curtailment (MWh/year),H2 (kg/year),Utilization (%),Discounted LCOH (EUR/kg H2),NPV (EUR),PV Opportunity Cost (EUR/year),Pareto Efficient,Ideal-Point Distance
1.93,89.02242702946926,292.3128,59131.220531788975,18.140697234248943,6.712225553422219,145651.97761681606,113521.067732,True,0.26192942768563293
1.94,89.31040389127594,284.6445,59356.45939316563,18.112082215317987,6.720528014914065,141988.63432503166,114057.43104199998,True,0.26387192175877205
1.95,89.5965218202475,277.0257,59580.81741844906,18.08345334269992,6.729324306955366,138039.38940048078,114621.03025699998,True,0.2659992522529052
1.96,89.88125399928745,269.4438,59804.47422426297,18.054885378809058,6.738128981244553,134050.49724209728,115184.35290399998,True,0.268165224652434
1.97,90.16436759236389,261.905,60014.52119855462,18.022923185684817,6.74640640126794,130269.26035924722,115628.146459,True,0.2702108141832996
1.98,90.44499509748712,254.4324,60242.73007755607,17.995997071168308,6.755092750086543,126285.53298442112,116222.730219,True,0.27240914331346455
1.99,90.72247556076024,247.0436,60450.205206326544,17.96373132787224,6.763181458131629,122535.18115169927,116644.912569,True,0.2744662435828651
2.0,90.99727465424695,239.7262,60623.779359005224,17.92277511415525,6.770796715366236,118935.40596777853,116812.196285,True,0.27642087930027687
2.01,91.26887788542523,232.4939,60834.85300878038,17.891884186374067,6.779166638651637,114991.16156293708,117282.22066299999,True,0.2786277521760619
2.02,91.53777345887801,225.3337,61051.31341382051,17.862588159500884,6.7878714722286135,110851.45662490837,117812.78789299999,True,0.280969878337097
2.03,91.80278968360625,218.2768,61259.55545972578,17.831280225836203,6.796416412649956,106749.02540097642,118281.47193799997,True,0.2832979178773922
2.04,92.06346464296603,211.3355,61459.28423019748,17.79789036619214,6.805129476060234,102513.47743809316,118706.11502299999,True,0.28571495228677746
2.05,92.32135683620297,204.4683,61624.2283424667,17.75580187103241,6.81503467877794,97563.8927350766,118970.68608799999,True,0.28855531137631957
2.06,92.57601936835265,197.6871,61807.47113466065,17.718649421465617,6.823897422405307,93165.26044318546,119298.980393,True,0.2910880868610797
2.07,92.82747101651442,190.9914,61989.05893971023,17.681301700747802,6.8323954851852955,88929.95477385214,119596.60841299998,True,0.29353321265944465
2.08,93.07697360176424,184.3476,62183.02525824998,17.647370587460482,6.841920725841107,84138.37016322603,120045.87584299999,True,0.29633477616711196
