PEM Size (MW),Curtailment Recovery (%),Residual Curtailment (MWh/year),H2 (kg/year),Utilization (%),Discounted LCOH (EUR/kg H2),NPV (EUR),PV Opportunity Cost (EUR/year),Pareto Efficient,Ideal-Point Distance
2.09,93.32346809569907,177.7839,62368.72419141924,17.6115651831946,6.850804819382002,79646.917016997,120402.20735299998,True,0.2989600694764725
2.1,93.56739388244357,171.2886,62573.618215814175,17.580800717547294,6.860643011692532,74639.2617281219,120953.212163,True,0.30192024752996377
2.11,93.80973863742327,164.8354,62770.854493971274,17.548373152416197,6.869708155166467,70003.95694663841,121407.111209,True,0.3046572628220169
2.12,94.04970621162595,158.4455,62960.05694817423,17.514172482122856,6.879075271800909,65166.972772395704,121828.335599,True,0.3075230436715779
2.13,94.28549400351453,152.1669,63154.35173372048,17.481368576757347,6.888832941110341,60093.3911209302,122312.84788400002,True,0.3105458369176357
2.14,94.51858164851741,145.9602,63347.37074143927,17.44845570349507,6.898566703198799,54999.20984465629,122790.83636900001,True,0.31358890816969043
2.15,94.74786505319308,139.8548,63545.71214437205,17.41699161091643,6.9082797842296655,49888.29180455161,123308.03696900001,True,0.3166520827154331
2.16,94.97293487677584,133.86159999999998,63742.28188006693,17.385210024522237,6.9179461138604,44768.6579839834,123813.854159,True,0.3197275611890698
2.17,95.19518813545693,127.94339999999998,63930.52091705502,17.351598699577046,6.9273486305508465,39755.696187681984,124248.89401399999,True,0.3227412236822725
2.18,95.41507172420077,122.08829999999999,64124.718390245165,17.319646223451045,6.937297652868847,34415.69813863654,124763.850419,True,0.3259639425896816
2.19,95.63215001430252,116.30789999999999,64324.82432811878,17.28929651174913,6.947573780742165,28865.192839656025,125344.759543,True,0.32932335766529564
2.2,95.84584467110238,110.61759999999997,64523.544489721884,17.258759339975093,6.957936928802145,23230.925424688496,125925.754123,True,0.33273948790272223
2.21,96.05541212146636,105.03719999999997,64713.381194682355,17.22621851691151,6.968065002739462,17689.20397921512,126433.75240299999,True,0.33610224307876596
2.22,96.26138563501578,99.5525,64901.67557645643,17.193463326340037,6.978289478943102,12060.726548254956,126941.09008300002,True,0.33952331947480835
2.23,96.46459140412182,94.14149999999997,65088.73406960406,17.16060927165878,6.989160021054499,6039.230121884029,127485.692773,True,0.34319253147095674
2.24,96.66630627153992,88.7702,65267.741424236185,17.12612269651011,6.999745362998537,142.2549576596357,127959.38973100002,True,0.34678772946067365
2.25,96.86497549344433,83.47999999999999,65452.72480086799,17.093224251648913,7.010706346269021,-5998.136313490104,128503.357036,True,0.35053834048140065
2.26,97.06002824601501,78.28609999999999,65643.55215716567,17.06183476785065,7.021529492993642,-12096.874955899548,129083.36594100001,True,0.35426614386814875
2.27,97.25253106849469,73.16009999999999,65833.29827244717,17.03038440649327,7.032407897821035,-18261.80873000808,129663.539706,True,0.3580376443276975
2.28,97.44255531386091,68.10009999999998,66007.12191879653,16.995458824000643,7.043323337700861,-24477.10324572539,130138.139811,True,0.3618446801797118
2.29,97.62987941234138,63.11199999999999,66187.13173949387,16.962162269944766,7.054558475086086,-30908.86795807071,130681.333251,True,0.3657887212134831
2.3,97.81557365859875,58.16729999999998,66366.40063529911,16.928942823108994,7.065817150409523,-37388.20839492697,131224.898467,True,0.3697645465306731
2.31,97.99861282300883,53.2933,66544.50207904767,16.895655676135128,7.077139642878006,-43937.67970836349,131768.48487699998,True,0.3737863804624718
2.32,98.17823831075806,48.5102,66728.70095855679,16.863910703038894,7.0883095853511175,-50439.15831304714,132349.146371,True,0.3777782536854767
2.33,98.35483693009297,43.80769999999999,66904.05072786343,16.830336390538342,7.099261998931803,-56843.75314069446,132856.54520599998,True,0.3817128000855187
2.34,98.52779654757491,39.202099999999994,67077.83398235186,16.796561682863057,7.11018130082686,-63260.73604815779,133354.425731,True,0.38565662839979026
2.35,98.69881836840452,34.64809999999999,67235.35202272946,16.759384533177887,7.121636273188189,-70001.62202993827,133776.291206,True,0.38981008249308813
2.36,98.8669184725761,30.171899999999994,67406.82981183888,16.725527242473493,7.133339018942506,-76932.25683672167,134318.04319099998,True,0.3940789085035195
2.37,99.03010648755917,25.826499999999996,67584.01334211972,16.693027859661292,7.144937734904011,-83844.14931080956,134897.545706,True,0.3983342471309177
2.38,99.18230238858598,21.7738,67756.96755844037,16.659400541038334,7.156923442160753,-91009.99738951353,135477.112541,True,0.4027515813884699
2.39,99.32546274940823,17.9617,67918.60769122152,16.62319309910013,7.168853845277211,-98162.82414536364,135975.959516,True,0.4071662178929657
2.4,99.45931717979535,14.3974,68084.37706405585,16.587806792237444,7.181472718733001,-105756.27094861632,136555.188611,True,0.4118563912241399
2.41,99.58667848922914,11.006,68231.8430357548,16.548470509104,7.193463113617015,-112988.07000193093,136964.042756,True,0.4163283364611168
2.42,99.70745654763273,7.7899,68384.46329365025,16.510319729046376,7.206772012553466,-121030.96960927546,137503.737413,True,0.42130891563615736
2.43,99.82092280355161,4.7685,68534.17154340596,16.471565477197135,7.220331801357272,-129250.33200254757,138043.66408,True,0.4264027431284666
2.44,99.92408418735025,2.0215,68687.78833363263,16.43355041545026,7.23398770487986,-137568.77983443532,138622.526637,True,0.43155660649792166
2.45,99.99965825679192,0.0091,68831.00350527484,16.392432205759015,7.248682040397876,-146512.89109873027,139201.673838,True,0.4371125066527492
2.46,100.0,0.0,68946.04195085762,16.34235623863088,7.266286650402526,-157146.9834934338,139781.023683,True,0.44375852875248434
