PVSYST 8.1.5
,File,File date,Description
Project,PV_Hydrogen_Cyprus_10MWp_Project.PRJ,10/09/26 16h26,PV_Hydrogen_Cyprus_10MWp,
Geographical Site,Aglantziá_PVGIS_API_TMY.SIT,10/09/26 16h26,Aglantziá;Cyprus;Europe;,
Weather data,Aglantziá_PVGIS_API_TMY.MET,10/09/26 16h26,Aglantziá;PVGIS api TMY;TMY,
Simulation variant,PV_Hydrogen_Cyprus_10MWp_Project.VC0,10/09/26 17h38,New simulation variant,
Simulation date,,10/09/26 17h50

Simulation:,Hourly values, from 01/01/90, to 31/12/90 

date,GlobInc,GlobEff,EArray,E_Grid,PR,GlobHor,T_Amb,TArray
    ,W/m²,W/m²,kW,kW,ratio,W/m²,°C,°C

30/07/90 18:00,34.854,33.617,272.46,251.93,0.7228,72.002,32.64,34.043
30/07/90 19:00,0,0,0,-0.096,0,0,31.26,31.532
30/07/90 20:00,0,0,0,-0.096,0,0,30.34,30.452
30/07/90 21:00,0,0,0,-0.096,0,0,29.62,29.705
30/07/90 22:00,0,0,0,-0.096,0,0,29.01,29.085
30/07/90 23:00,0,0,0,-0.096,0,0,28.41,28.482
31/07/90 00:00,0,0,0,-0.096,0,0,27.8,27.873
31/07/90 01:00,0,0,0,-0.096,0,0,27.55,27.582
31/07/90 02:00,0,0,0,-0.096,0,0,26.83,26.918
31/07/90 03:00,0,0,0,-0.096,0,0,26.41,26.46
31/07/90 04:00,0,0,0,-0.096,0,0,26.07,26.11
31/07/90 05:00,0,0,0,-0.096,0,0.9982,25.69,25.734
31/07/90 06:00,90.325,79.764,714.35,691.98,0.7661,113,26.47,28.144
31/07/90 07:00,280.92,260,2417.5,2388,0.8501,320,28.07,33.809
31/07/90 08:00,514.98,501.88,4607.9,4569.3,0.8873,538,29.86,41.405
31/07/90 09:00,725.14,716.48,6405.8,6354.6,0.8764,719,31.71,48.818
31/07/90 10:00,883.28,879.16,7660.5,7599.2,0.8604,853,33.31,54.759
31/07/90 11:00,972.1,968.59,8285.4,8219.1,0.8455,927,34.72,58.729
31/07/90 12:00,986.51,982.73,8346.3,8279.6,0.8393,945,35.72,60.383
31/07/90 13:00,935.61,931.48,7939.2,7875.7,0.8418,902,36.32,59.908
31/07/90 14:00,783.99,777.21,6743.8,6689.8,0.8533,767,36.34,56.321
31/07/90 15:00,560.98,550.56,4893.6,4853.8,0.8653,571,35.72,50.195
31/07/90 16:00,359.06,342.79,3092.5,3060.2,0.8523,391,34.76,44.036
31/07/90 17:00,185.71,159.72,1431.8,1406.4,0.7573,233,33.57,38.267
31/07/90 18:00,33.323,32.138,262,241.52,0.7248,70.999,29.69,31.329
31/07/90 19:00,0,0,0,-0.096,0,0,29.59,29.697
31/07/90 20:00,0,0,0,-0.096,0,0,29.5,29.51
31/07/90 21:00,0,0,0,-0.096,0,0,29.4,29.412
31/07/90 22:00,0,0,0,-0.096,0,0,29.3,29.312
31/07/90 23:00,0,0,0,-0.096,0,0,29.2,29.212
01/08/90 00:00,0,0,0,-0.096,0,0,29.11,29.121
01/08/90 01:00,0,0,0,-0.096,0,0,29.01,29.022
01/08/90 02:00,0,0,0,-0.096,0,0,28.91,28.922
01/08/90 03:00,0,0,0,-0.096,0,0,28.81,28.822
01/08/90 04:00,0,0,0,-0.096,0,0,28.72,28.731
01/08/90 05:00,0,0,0,-0.096,0,0.9982,28.62,28.632
01/08/90 06:00,52.773,50.747,436.2,414.99,0.7864,58.001,28.52,29.659
01/08/90 07:00,248.02,231.87,2148.8,2120.4,0.855,279,28.42,33.643
01/08/90 08:00,467.31,454.79,4207.7,4170.7,0.8925,490,28.32,38.941
01/08/90 09:00,665.55,656.09,5976.9,5929,0.8909,662,28.23,43.95
01/08/90 10:00,857.88,853.04,7444,7384.5,0.8608,828,34.49,54.531
01/08/90 11:00,964.17,960.37,8188.2,8122.7,0.8425,918,35.87,59.607
01/08/90 12:00,930.21,925.65,7884.8,7821.8,0.8409,887,36.73,60.098
01/08/90 13:00,887.67,882.75,7545,7484.7,0.8432,852,37.21,59.551
01/08/90 14:00,605.42,596.19,5245.2,5203.2,0.8595,603,37.1,52.962
01/08/90 15:00,586.7,576.25,5105.8,5064.8,0.8633,596,36.53,51.099
01/08/90 16:00,418.14,397.91,3572.6,3538.3,0.8462,454,35.61,46.228
01/08/90 17:00,186.19,160.03,1428.2,1402.9,0.7535,233,34.56,39.421
01/08/90 18:00,36.159,34.882,282.93,262.36,0.7256,63,33.47,34.869
01/08/90 19:00,0,0,0,-0.096,0,0,32.02,32.3
01/08/90 20:00,0,0,0,-0.096,0,0,31.01,31.135
01/08/90 21:00,0,0,0,-0.096,0,0,30.25,30.34
01/08/90 22:00,0,0,0,-0.096,0,0,29.65,29.725
01/08/90 23:00,0,0,0,-0.096,0,0,28.97,29.052
02/08/90 00:00,0,0,0,-0.096,0,0,28.24,28.327
02/08/90 01:00,0,0,0,-0.096,0,0,27.76,27.819
02/08/90 02:00,0,0,0,-0.096,0,0,27.64,27.655
02/08/90 03:00,0,0,0,-0.096,0,0,27.3,27.344
02/08/90 04:00,0,0,0,-0.096,0,0,26.95,26.994
02/08/90 05:00,0,0,0,-0.096,0,0.9982,26.56,26.61
02/08/90 06:00,93.598,81.633,731.6,709.16,0.7577,119,26.59,28.372
02/08/90 07:00,263.22,244.81,2275.4,2246.6,0.8535,295,27.96,33.365
02/08/90 08:00,463.7,451.24,4157.3,4120.6,0.8887,485,29.68,40.05
02/08/90 09:00,702.98,693.87,6214.9,6165.2,0.877,695,32.05,48.386
02/08/90 10:00,886.77,882.44,7672,7610.6,0.8583,853,33.91,55.301
02/08/90 11:00,978.89,974.84,8309.4,8242.9,0.8421,936,35.42,59.556
02/08/90 12:00,1024.7,1021.4,8475.6,8407.8,0.8205,976,36.45,62.02
02/08/90 13:00,955.68,951.71,8067.8,8003.3,0.8375,917,36.88,61.088
02/08/90 14:00,812.58,806.18,6963.4,6907.7,0.8501,791,36.57,57.345
02/08/90 15:00,669.5,659.17,5801.2,5754.8,0.8596,678,35.88,52.949
02/08/90 16:00,434.08,412.77,3708.9,3674.1,0.8464,472,35.06,46.233
02/08/90 17:00,199.59,165.64,1482.2,1456.6,0.7298,258,34.16,39.175
02/08/90 18:00,32.643,31.482,252.86,232.17,0.7113,68.998,33.05,34.402
02/08/90 19:00,0,0,0,-0.096,0,0,31.81,32.059
02/08/90 20:00,0,0,0,-0.096,0,0,30.87,30.984
02/08/90 21:00,0,0,0,-0.096,0,0,29.87,29.984
02/08/90 22:00,0,0,0,-0.096,0,0,29.26,29.329
02/08/90 23:00,0,0,0,-0.096,0,0,28.47,28.56
03/08/90 00:00,0,0,0,-0.096,0,0,27.73,27.819
03/08/90 01:00,0,0,0,-0.096,0,0,27.61,27.625
03/08/90 02:00,0,0,0,-0.096,0,0,26.99,27.065
03/08/90 03:00,0,0,0,-0.096,0,0,26.22,26.31
03/08/90 04:00,0,0,0,-0.096,0,0,25.86,25.902
03/08/90 05:00,0,0,0,-0.096,0,0.9982,25.65,25.675
03/08/90 06:00,103.21,85.7,771.1,748.5,0.7253,139,26.38,28.181
03/08/90 07:00,308.16,283,2626,2595.6,0.8423,350,28.95,35.092
03/08/90 08:00,543.28,529.79,4833.3,4793.7,0.8824,561,31.08,43.282
03/08/90 09:00,758.66,750.15,6667,6613.6,0.8718,747,32.33,50.285
03/08/90 10:00,921.41,917.18,7929.6,7866.2,0.8537,888,34.15,56.469
03/08/90 11:00,1017.3,1013.7,8470,8402.3,0.826,969,35.71,60.807
03/08/90 12:00,1039.5,1036.2,8501.8,8433.8,0.8114,988,36.77,62.795
03/08/90 13:00,990.74,987.1,8312.6,8246.1,0.8324,948,37.37,62.423
03/08/90 14:00,863.1,856.94,7337.8,7279.1,0.8434,841,37.24,59.254
03/08/90 15:00,645.32,635,5581.3,5536.6,0.858,650,36.61,53.271
03/08/90 16:00,439.07,417.5,3741,3705.9,0.8441,476,35.84,47.022
03/08/90 17:00,201.86,167.43,1494.4,1468.8,0.7276,260,34.89,39.953
03/08/90 18:00,31.907,30.772,245.77,224.44,0.7035,68,33.8,35.122
03/08/90 19:00,0,0,0,-0.096,0,0,32.53,32.77
03/08/90 20:00,0,0,0,-0.096,0,0,31.56,31.673
03/08/90 21:00,0,0,0,-0.096,0,0,30.53,30.643
03/08/90 22:00,0,0,0,-0.096,0,0,29.59,29.695
03/08/90 23:00,0,0,0,-0.096,0,0,28.59,28.706
04/08/90 00:00,0,0,0,-0.096,0,0,27.43,27.568
04/08/90 01:00,0,0,0,-0.096,0,0,26.99,27.044
04/08/90 02:00,0,0,0,-0.096,0,0,26.57,26.622
04/08/90 03:00,0,0,0,-0.096,0,0,26.02,26.086
04/08/90 04:00,0,0,0,-0.096,0,0,25.93,25.941
04/08/90 05:00,0,0,0,-0.096,0,0.9982,25.83,25.843
04/08/90 06:00,111.4,83.172,748.05,725.54,0.6513,169,25.97,27.769
04/08/90 07:00,330.18,301.32,2805,2773.9,0.8401,376,28.26,34.73
04/08/90 08:00,563.38,549.72,5022.6,4982.2,0.8844,581,30.36,42.977
04/08/90 09:00,772.48,763.77,6777.6,6723.4,0.8704,761,32.47,50.638
04/08/90 10:00,929.99,925.85,7998,7934,0.8532,894,34.03,56.612
04/08/90 11:00,1033.6,1030.1,8507.7,8439.6,0.8166,982,35.28,60.837
04/08/90 12:00,1050.3,1047.1,8516.1,8448,0.8043,996,36.22,62.562
04/08/90 13:00,995.05,991.42,8367.7,8300.8,0.8342,950,36.66,61.841
04/08/90 14:00,770.39,762.76,6617.7,6564.8,0.8522,751,36.56,56.393
04/08/90 15:00,568.4,557.74,4951.2,4911.1,0.8641,574,35.94,50.548
04/08/90 16:00,431.16,410.08,3688.5,3653.7,0.8475,465,35.18,45.929
04/08/90 17:00,202.43,167.16,1496.2,1470.5,0.7265,261,34.23,39.219
04/08/90 18:00,30.41,29.325,233.64,210.93,0.6937,70.001,32.98,34.282
04/08/90 19:00,0,0,0,-0.096,0,0,31.62,31.868
04/08/90 20:00,0,0,0,-0.096,0,0,30.55,30.677
04/08/90 21:00,0,0,0,-0.096,0,0,29.54,29.654
04/08/90 22:00,0,0,0,-0.096,0,0,28.44,28.57
04/08/90 23:00,0,0,0,-0.096,0,0,27.51,27.622
05/08/90 00:00,0,0,0,-0.096,0,0,26.9,26.973
05/08/90 01:00,0,0,0,-0.096,0,0,26,26.106
05/08/90 02:00,0,0,0,-0.096,0,0,25.09,25.195
05/08/90 03:00,0,0,0,-0.096,0,0,24.41,24.488
05/08/90 04:00,0,0,0,-0.096,0,0,24.11,24.145
05/08/90 05:00,0,0,0,-0.096,0,0,24.03,24.039
05/08/90 06:00,14.137,13.85,101.26,63.378,0.4483,14.999,24.48,24.745
05/08/90 07:00,169.63,161.35,1491.6,1466,0.8643,186,27.05,30.311
05/08/90 08:00,423.28,411.58,3809.5,3774.3,0.8917,439,29.13,38.341
05/08/90 09:00,756.31,747.64,6693.9,6640.4,0.878,741,31.04,48.365
05/08/90 10:00,927.8,923.57,8026.1,7961.9,0.8582,890,32.66,55.126
05/08/90 11:00,1030.4,1027,8514.4,8446.3,0.8197,977,33.98,59.438
05/08/90 12:00,1047.2,1043.9,8516.1,8448,0.8068,991,34.89,61.124
05/08/90 13:00,991.96,988.24,8392.8,8325.7,0.8394,945,35.28,60.348
05/08/90 14:00,850.4,843.98,7300.7,7242.3,0.8517,825,35.14,56.793
05/08/90 15:00,672.93,662.67,5858.2,5811.3,0.8636,675,34.63,51.807
05/08/90 16:00,438.39,416.81,3761.3,3726.2,0.85,472,33.97,45.168
05/08/90 17:00,201.08,166.04,1492.7,1467.1,0.7296,258,32.99,38.007
05/08/90 18:00,29.65,28.593,228.29,204.96,0.6913,67.002,31.68,32.993
05/08/90 19:00,0,0,0,-0.096,0,0,30.31,30.572
05/08/90 20:00,0,0,0,-0.096,0,0,29.34,29.462
05/08/90 21:00,0,0,0,-0.096,0,0,28.66,28.742
05/08/90 22:00,0,0,0,-0.096,0,0,27.61,27.739
05/08/90 23:00,0,0,0,-0.096,0,0,26.98,27.057
06/08/90 00:00,0,0,0,-0.096,0,0,26.24,26.329
06/08/90 01:00,0,0,0,-0.096,0,0,25.51,25.598
06/08/90 02:00,0,0,0,-0.096,0,0,24.76,24.849
06/08/90 03:00,0,0,0,-0.096,0,0,24.04,24.125
06/08/90 04:00,0,0,0,-0.096,0,0,23.46,23.527
06/08/90 05:00,0,0,0,-0.096,0,0,22.89,22.956
06/08/90 06:00,112.04,81.436,739.58,717.11,0.64,173,23.05,24.827
06/08/90 07:00,323.14,295.67,2777.3,2746.4,0.8499,366,25.71,32.115
06/08/90 08:00,504.17,491.21,4549.2,4510.8,0.8947,518,27.56,38.988
06/08/90 09:00,778.76,770.34,6912.7,6857.4,0.8806,761,29.46,47.699
06/08/90 10:00,945.01,940.95,8205.9,8140.2,0.8614,904,31.14,54.109
06/08/90 11:00,1038,1034.5,8516.1,8448,0.8139,982,32.54,58.215
06/08/90 12:00,1054.8,1051.5,8516.1,8448,0.8009,996,33.55,59.946
06/08/90 13:00,994.01,990.18,8431,8363.6,0.8414,945,34.1,59.186
06/08/90 14:00,782.62,775.18,6783.5,6729.3,0.8599,758,34.12,54.177
06/08/90 15:00,527.67,516.84,4641.6,4602.8,0.8723,536,33.66,47.347
06/08/90 16:00,440.67,418.93,3799.7,3764.5,0.8543,473,33.09,43.859
06/08/90 17:00,201.82,166.48,1501.7,1476,0.7314,258,32.25,37.171
06/08/90 18:00,30.45,29.37,235.96,213.52,0.7012,61,31.03,32.269
06/08/90 19:00,0,0,0,-0.096,0,0,29.6,29.826
06/08/90 20:00,0,0,0,-0.096,0,0,28.38,28.508
06/08/90 21:00,0,0,0,-0.096,0,0,27.6,27.681
06/08/90 22:00,0,0,0,-0.096,0,0,26.88,26.957
06/08/90 23:00,0,0,0,-0.096,0,0,26.15,26.23
07/08/90 00:00,0,0,0,-0.096,0,0,25.51,25.579
07/08/90 01:00,0,0,0,-0.096,0,0,24.98,25.036
07/08/90 02:00,0,0,0,-0.096,0,0,24.5,24.55
07/08/90 03:00,0,0,0,-0.096,0,0,24.22,24.25
07/08/90 04:00,0,0,0,-0.096,0,0,23.89,23.925
07/08/90 05:00,0,0,0,-0.096,0,0,23.52,23.56
07/08/90 06:00,114.79,82.685,749.64,727.13,0.6335,176,23.74,25.551
07/08/90 07:00,345.87,314.66,2957.6,2925.8,0.846,392,25.39,32.414
07/08/90 08:00,578.95,565.17,5215.4,5173.7,0.8937,592,27.14,40.36
07/08/90 09:00,788.04,779.42,6991,6935.1,0.8801,770,29.06,47.785
07/08/90 10:00,943.17,939.1,8204,8138.4,0.8629,900,30.68,53.683
07/08/90 11:00,1030.7,1027.2,8516.1,8448,0.8196,973,32.01,57.527
07/08/90 12:00,976.98,972.64,8361.7,8294.9,0.8491,919,32.91,57.454
07/08/90 13:00,778.75,770.75,6772.5,6718.3,0.8627,753,33.34,53.147
07/08/90 14:00,741.93,733.9,6482.3,6430.5,0.8668,720,33.46,51.925
07/08/90 15:00,661.14,650.86,5809.5,5763,0.8717,659,32.78,49.319
07/08/90 16:00,434.24,412.85,3757.7,3722.7,0.8573,464,31.93,42.85
07/08/90 17:00,199.57,164.5,1492.1,1466.5,0.7349,254,30.8,35.568
07/08/90 18:00,28.163,27.159,217.58,193.02,0.6854,63.999,29.38,30.517
07/08/90 19:00,0,0,0,-0.096,0,0,27.99,28.185
07/08/90 20:00,0,0,0,-0.096,0,0,26.98,27.079
07/08/90 21:00,0,0,0,-0.096,0,0,26.13,26.211
07/08/90 22:00,0,0,0,-0.096,0,0,25.56,25.615
07/08/90 23:00,0,0,0,-0.096,0,0,25.07,25.119
08/08/90 00:00,0,0,0,-0.096,0,0,24.64,24.684
08/08/90 01:00,0,0,0,-0.096,0,0,24.3,24.336
08/08/90 02:00,0,0,0,-0.096,0,0,23.94,23.979
08/08/90 03:00,0,0,0,-0.096,0,0,23.53,23.576
08/08/90 04:00,0,0,0,-0.096,0,0,23.08,23.131
08/08/90 05:00,0,0,0,-0.096,0,0,22.66,22.707
08/08/90 06:00,114.02,81.936,744.37,721.88,0.6332,174,23.08,24.847
08/08/90 07:00,346.56,315.34,2968.2,2936.5,0.8474,391,25.06,32.037
08/08/90 08:00,580.93,567.14,5242.8,5200.9,0.8953,592,26.63,39.89
08/08/90 09:00,789.24,780.66,7020.5,6964.3,0.8824,769,28.35,47.089
08/08/90 10:00,945.51,941.44,8248.1,8182.1,0.8654,900,29.93,52.934
08/08/90 11:00,1038.7,1035.2,8516.1,8448,0.8134,978,31.37,57.016
08/08/90 12:00,1055.5,1052.2,8516.1,8448,0.8004,992,32.44,58.809
08/08/90 13:00,988.95,985.03,8430.3,8362.8,0.8457,936,33.07,58.014
08/08/90 14:00,855.75,849.35,7402,7342.8,0.8581,824,33.17,54.888
08/08/90 15:00,672.82,662.53,5899.7,5852.5,0.8699,669,32.77,49.927
08/08/90 16:00,435.54,414,3763.8,3728.7,0.8561,464,32.07,43.178
08/08/90 17:00,198.72,163.57,1480.8,1455.2,0.7323,252,31.12,36.008
08/08/90 18:00,27.401,26.425,210.45,185.07,0.6755,61,29.93,31.102
08/08/90 19:00,0,0,0,-0.096,0,0,28.58,28.792
08/08/90 20:00,0,0,0,-0.096,0,0,27.51,27.62
08/08/90 21:00,0,0,0,-0.096,0,0,26.62,26.711
08/08/90 22:00,0,0,0,-0.096,0,0,25.96,26.029
08/08/90 23:00,0,0,0,-0.096,0,0,25.37,25.433
09/08/90 00:00,0,0,0,-0.096,0,0,24.84,24.899
09/08/90 01:00,0,0,0,-0.096,0,0,24.27,24.335
09/08/90 02:00,0,0,0,-0.096,0,0,23.65,23.722
09/08/90 03:00,0,0,0,-0.096,0,0,22.88,22.969
09/08/90 04:00,0,0,0,-0.096,0,0,22.28,22.349
09/08/90 05:00,0,0,0,-0.096,0,0,21.8,21.855
09/08/90 06:00,106.94,81.375,741.18,718.7,0.6721,154,22.3,24.037
09/08/90 07:00,333.09,303.93,2863.6,2832.2,0.8503,372,24.88,31.499
09/08/90 08:00,533.9,520.71,4825,4785.5,0.8964,544,26.94,39.027
09/08/90 09:00,777.92,769.29,6914.6,6859.2,0.8818,756,29.02,47.275
09/08/90 10:00,937.17,933,8158.3,8093,0.8636,890,30.75,53.493
09/08/90 11:00,1034.8,1031.3,8516.1,8448,0.8164,972,32.2,57.74
09/08/90 12:00,1044.9,1041.5,8516.1,8448,0.8085,980,33.28,59.414
09/08/90 13:00,989.52,985.69,8423.8,8356.4,0.8445,934,33.87,58.821
09/08/90 14:00,856.05,849.73,7382.2,7323.2,0.8555,822,33.92,55.676
09/08/90 15:00,658.01,647.77,5761.2,5715.1,0.8686,652,33.39,50.247
09/08/90 16:00,432.54,411.12,3730.3,3695.3,0.8544,459,32.64,43.659
09/08/90 17:00,195.94,161.33,1456.1,1430.6,0.7302,247,31.78,36.629
09/08/90 18:00,26.565,25.62,202.56,176.28,0.6636,58.001,30.7,31.876
09/08/90 19:00,0,0,0,-0.096,0,0,29.53,29.745
09/08/90 20:00,0,0,0,-0.096,0,0,28.63,28.738
09/08/90 21:00,0,0,0,-0.096,0,0,27.66,27.772
09/08/90 22:00,0,0,0,-0.096,0,0,27.02,27.096
09/08/90 23:00,0,0,0,-0.096,0,0,26.07,26.183
10/08/90 00:00,0,0,0,-0.096,0,0,25.33,25.418
10/08/90 01:00,0,0,0,-0.096,0,0,24.95,24.996
10/08/90 02:00,0,0,0,-0.096,0,0,24.49,24.545
10/08/90 03:00,0,0,0,-0.096,0,0,23.76,23.845
10/08/90 04:00,0,0,0,-0.096,0,0,23.29,23.343
10/08/90 05:00,0,0,0,-0.096,0,0,23.11,23.13
10/08/90 06:00,106.53,79.792,722.04,699.64,0.6568,155,23.72,25.42
10/08/90 07:00,328.68,300.1,2813.9,2782.8,0.8467,365,26.17,32.724
10/08/90 08:00,562.88,549.49,5056.4,5015.8,0.8911,569,28.35,41.063
10/08/90 09:00,776.34,768.08,6863.2,6808.3,0.877,750,30.47,48.82
10/08/90 10:00,932.24,928.08,8072,8007.4,0.859,883,32.24,54.884
10/08/90 11:00,1024.3,1020.7,8503.4,8435.3,0.8236,960,33.8,59.08
10/08/90 12:00,1041,1037.6,8516.1,8448,0.8116,974,34.95,60.977
10/08/90 13:00,979.03,975.12,8286.8,8220.5,0.8397,922,35.55,60.296
10/08/90 14:00,855.39,849.17,7329.1,7270.4,0.85,819,35.56,57.33
10/08/90 15:00,663.89,653.69,5775.5,5729.3,0.863,656,34.9,51.951
10/08/90 16:00,428.55,407.29,3676.1,3641.3,0.8497,453,33.98,44.994
10/08/90 17:00,192.61,158.83,1425.7,1400.4,0.7271,241,33.01,37.848
10/08/90 18:00,25.782,24.866,194.88,167.72,0.6506,53.001,31.86,33.045
10/08/90 19:00,0,0,0,-0.096,0,0,30.65,30.879
10/08/90 20:00,0,0,0,-0.096,0,0,29.78,29.89
10/08/90 21:00,0,0,0,-0.096,0,0,28.72,28.851
10/08/90 22:00,0,0,0,-0.096,0,0,28.17,28.239
10/08/90 23:00,0,0,0,-0.096,0,0,27.66,27.724
11/08/90 00:00,0,0,0,-0.096,0,0,26.9,26.994
11/08/90 01:00,0,0,0,-0.096,0,0,26.39,26.454
11/08/90 02:00,0,0,0,-0.096,0,0,25.81,25.884
11/08/90 03:00,0,0,0,-0.096,0,0,25.25,25.322
11/08/90 04:00,0,0,0,-0.096,0,0,24.84,24.892
11/08/90 05:00,0,0,0,-0.096,0,0,24.6,24.63
11/08/90 06:00,69.764,64.204,570.59,548.82,0.7867,80.999,24.64,26.045
11/08/90 07:00,289.69,267.78,2503.6,2473.8,0.854,320,26.85,32.581
11/08/90 08:00,555.12,541.84,4978.6,4938.5,0.8896,559,29.09,41.427
11/08/90 09:00,773.48,765.21,6821.4,6766.8,0.8749,745,31.26,49.448
11/08/90 10:00,934.66,930.49,8058,7993.6,0.8553,883,33.33,55.955
11/08/90 11:00,1026.8,1023.2,8496.7,8428.8,0.8209,960,35,60.323
11/08/90 12:00,1042.5,1039.1,8513.2,8445.1,0.8101,973,36.24,62.322
11/08/90 13:00,981.38,977.45,8260.3,8194.2,0.835,922,36.81,61.646
11/08/90 14:00,847.9,841.55,7235.4,7177.5,0.8465,810,36.69,58.331
11/08/90 15:00,660.91,650.7,5725.6,5679.8,0.8594,651,35.99,52.997
11/08/90 16:00,423.78,402.77,3620,3585.5,0.8461,446,35.06,46.032
11/08/90 17:00,190.48,157.08,1404.4,1379.2,0.7241,237,33.92,38.734
11/08/90 18:00,24.972,24.085,187.37,159.35,0.6381,51.998,32.6,33.77
11/08/90 19:00,0,0,0,-0.096,0,0,31.26,31.494
11/08/90 20:00,0,0,0,-0.096,0,0,30.31,30.424
11/08/90 21:00,0,0,0,-0.096,0,0,29.49,29.587
11/08/90 22:00,0,0,0,-0.096,0,0,28.29,28.432
11/08/90 23:00,0,0,0,-0.096,0,0,27.57,27.657
12/08/90 00:00,0,0,0,-0.096,0,0,26.92,26.999
12/08/90 01:00,0,0,0,-0.096,0,0,26.26,26.339
12/08/90 02:00,0,0,0,-0.096,0,0,25.74,25.803
12/08/90 03:00,0,0,0,-0.096,0,0,25.65,25.661
12/08/90 04:00,0,0,0,-0.096,0,0,25.43,25.457
12/08/90 05:00,0,0,0,-0.096,0,0,25.15,25.185
12/08/90 06:00,105.66,79.446,715.49,693.11,0.656,151,24.83,26.607
12/08/90 07:00,335.67,306.32,2868.1,2836.7,0.8451,370,26.62,33.274
12/08/90 08:00,572.69,559.21,5130.5,5089.4,0.8887,575,29.12,41.906
12/08/90 09:00,782.69,774.12,6901.1,6845.9,0.8747,754,30.96,49.404
12/08/90 10:00,937.93,933.68,8098.5,8033.7,0.8566,884,32.75,55.534
12/08/90 11:00,1030.1,1026.4,8510.6,8442.5,0.8196,961,34.21,59.685
12/08/90 12:00,1045.8,1042.3,8516.1,8448,0.8078,974,35.25,61.446
12/08/90 13:00,983.59,979.57,8315.1,8248.6,0.8387,922,35.67,60.539
12/08/90 14:00,849.93,843.49,7288.8,7230.5,0.8508,810,35.41,57.059
12/08/90 15:00,655.86,645.57,5712.9,5667.2,0.8641,644,34.69,51.539
12/08/90 16:00,424.41,403.33,3643.9,3609.3,0.8505,445,33.79,44.681
12/08/90 17:00,191.58,157.41,1414.7,1389.4,0.7252,238,32.68,37.435
12/08/90 18:00,24.235,23.374,182.07,153.44,0.6332,51,31.28,32.399
12/08/90 19:00,0,0,0,-0.096,0,0,29.73,29.961
12/08/90 20:00,0,0,0,-0.096,0,0,28.52,28.652
12/08/90 21:00,0,0,0,-0.096,0,0,27.71,27.8
12/08/90 22:00,0,0,0,-0.096,0,0,26.97,27.055
12/08/90 23:00,0,0,0,-0.096,0,0,26.27,26.352
13/08/90 00:00,0,0,0,-0.096,0,0,25.45,25.549
13/08/90 01:00,0,0,0,-0.096,0,0,25.14,25.178
13/08/90 02:00,0,0,0,-0.096,0,0,24.92,24.947
13/08/90 03:00,0,0,0,-0.096,0,0,24.84,24.85
13/08/90 04:00,0,0,0,-0.096,0,0,24.62,24.648
13/08/90 05:00,0,0,0,-0.096,0,0,24.27,24.313
13/08/90 06:00,106.96,77.693,701.38,679.07,0.6349,157,23.8,25.566
13/08/90 07:00,331.97,303.04,2847.5,2816.2,0.8484,364,25.57,32.213
13/08/90 08:00,564.97,551.71,5095.6,5054.7,0.8947,565,27.29,40.077
13/08/90 09:00,771.94,763.73,6861,6806.1,0.8817,739,29.17,47.433
13/08/90 10:00,927.69,923.44,8088.3,8023.6,0.8649,872,30.58,53.133
13/08/90 11:00,1018.8,1015.1,8509.4,8441.3,0.8286,948,32.03,57.162
13/08/90 12:00,1022.3,1018.5,8502.7,8434.7,0.8251,951,33.09,58.641
13/08/90 13:00,960.5,956.61,8212.1,8146.4,0.8482,894,33.73,57.941
13/08/90 14:00,754.7,747.06,6567.7,6515.1,0.8633,721,33.71,53.093
13/08/90 15:00,642.68,632.47,5643.1,5598,0.8711,629,33.17,49.411
13/08/90 16:00,374.93,357.08,3246.3,3213.3,0.8571,392,32.43,42.29
13/08/90 17:00,180.69,151.07,1362.5,1337.5,0.7402,219,31.47,35.994
13/08/90 18:00,22.579,21.778,168.55,138.38,0.6129,45.002,30.31,31.395
13/08/90 19:00,0,0,0,-0.096,0,0,29.14,29.34
13/08/90 20:00,0,0,0,-0.096,0,0,28.32,28.415
13/08/90 21:00,0,0,0,-0.096,0,0,27.55,27.637
13/08/90 22:00,0,0,0,-0.096,0,0,26.82,26.904
13/08/90 23:00,0,0,0,-0.096,0,0,26.21,26.283
14/08/90 00:00,0,0,0,-0.096,0,0,25.38,25.482
14/08/90 01:00,0,0,0,-0.096,0,0,25.05,25.091
14/08/90 02:00,0,0,0,-0.096,0,0,24.91,24.928
14/08/90 03:00,0,0,0,-0.096,0,0,24.42,24.482
14/08/90 04:00,0,0,0,-0.096,0,0,24,24.052
14/08/90 05:00,0,0,0,-0.096,0,0,23.07,23.181
14/08/90 06:00,91.931,76.123,688.84,666.58,0.7251,118,22.86,24.561
14/08/90 07:00,284.04,262.79,2469.7,2440,0.8591,310,25.31,30.991
14/08/90 08:00,495.51,483.07,4484.2,4446.1,0.8973,497,27.18,38.289
14/08/90 09:00,748.47,739.98,6668,6614.7,0.8838,715,29.25,46.703
14/08/90 10:00,921.21,916.83,8027.7,7963.5,0.8645,864,30.98,53.268
14/08/90 11:00,1017.1,1013.4,8501.6,8433.6,0.8292,944,32.46,57.548
14/08/90 12:00,1032.7,1029.2,8516.1,8448,0.8181,957,33.44,59.255
14/08/90 13:00,970.41,966.38,8277.1,8210.9,0.8462,905,33.95,58.43
14/08/90 14:00,836.75,830.36,7231.2,7173.4,0.8573,793,33.92,55.172
