PVSYST 8.1.5
,File,File date,Description
Project,PV_Hydrogen_Cyprus_10MWp_Project.PRJ,10/09/26 16h26,PV_Hydrogen_Cyprus_10MWp,
Geographical Site,Aglantziá_PVGIS_API_TMY.SIT,10/09/26 16h26,Aglantziá;Cyprus;Europe;,
Weather data,Aglantziá_PVGIS_API_TMY.MET,10/09/26 16h26,Aglantziá;PVGIS api TMY;TMY,
Simulation variant,PV_Hydrogen_Cyprus_10MWp_Project.VC0,10/09/26 17h38,New simulation variant,
Simulation date,,10/09/26 17h50

Simulation:,Hourly values, from 01/01/90, to 31/12/90 

date,GlobInc,GlobEff,EArray,E_Grid,PR,GlobHor,T_Amb,TArray
    ,W/m²,W/m²,kW,kW,ratio,W/m²,°C,°C

01/01/90 00:00,0,0,0,-0.096,0,0,0,0
01/01/90 01:00,0,0,0,-0.096,0,0,0,0
01/01/90 02:00,0,0,0,-0.096,0,0,8.96,7.9508
01/01/90 03:00,0,0,0,-0.096,0,0,9.12,9.1023
01/01/90 04:00,0,0,0,-0.096,0,0,9.28,9.2623
01/01/90 05:00,0,0,0,-0.096,0,0,9.45,9.4313
01/01/90 06:00,0,0,0,-0.096,0,0,9.61,9.5925
01/01/90 07:00,7.0688,6.9934,43.123,-0.096,0,9.0013,9.77,9.9201
01/01/90 08:00,93.831,90.275,864.74,841.74,0.8971,82.001,9.9399,11.922
01/01/90 09:00,365.52,358.25,3551,3516.8,0.9622,252,10.1,18.11
01/01/90 10:00,591.26,583.84,5640.8,5595.7,0.9464,392,14.16,27.551
01/01/90 11:00,557.82,551.13,5302.8,5260.4,0.9431,403,15.13,28.639
01/01/90 12:00,501.35,494.41,4765.1,4725.8,0.9427,383,15.64,27.853
01/01/90 13:00,516.93,509.76,4904.9,4865.1,0.9412,371,15.98,28.426
01/01/90 14:00,262.13,255.9,2474.7,2445,0.9328,219,15.9,22.753
01/01/90 15:00,284.03,275.59,2678.4,2647.8,0.9323,181,15.2,21.974
01/01/90 16:00,76.044,69.704,645.34,623.26,0.8196,41.001,14.36,16.678
01/01/90 17:00,0,0,0,-0.096,0,0,13.27,13.562
01/01/90 18:00,0,0,0,-0.096,0,0,12.57,12.644
01/01/90 19:00,0,0,0,-0.096,0,0,12.04,12.097
01/01/90 20:00,0,0,0,-0.096,0,0,11.54,11.594
01/01/90 21:00,0,0,0,-0.096,0,0,11.56,11.558
01/01/90 22:00,0,0,0,-0.096,0,0,11.35,11.372
01/01/90 23:00,0,0,0,-0.096,0,0,11.3,11.305
02/01/90 00:00,0,0,0,-0.096,0,0,11.49,11.47
02/01/90 01:00,0,0,0,-0.096,0,0,11.68,11.66
02/01/90 02:00,0,0,0,-0.096,0,0,11.89,11.868
02/01/90 03:00,0,0,0,-0.096,0,0,11.85,11.854
02/01/90 04:00,0,0,0,-0.096,0,0,11.45,11.492
02/01/90 05:00,0,0,0,-0.096,0,0,10.81,10.879
02/01/90 06:00,0,0,0,-0.096,0,0,10.39,10.435
02/01/90 07:00,0,0,0,-0.096,0,7.9987,10.15,10.176
02/01/90 08:00,341.03,326.22,3231.6,3198.7,0.938,172,10.63,17.682
02/01/90 09:00,571.64,562.8,5454.9,5411.2,0.9467,331,13.67,26.567
02/01/90 10:00,731.25,724.21,6879.6,6824.6,0.9333,449,15.01,32.337
02/01/90 11:00,820.91,816.23,7647.4,7586.2,0.9242,517,15.97,35.825
02/01/90 12:00,841.19,837.13,7803.5,7741.1,0.9203,530,16.52,37.114
02/01/90 13:00,777.04,771.07,7229.6,7171.8,0.923,481,16.67,35.833
02/01/90 14:00,623.66,615.4,5855.8,5809,0.9315,372,16.47,31.972
02/01/90 15:00,415.53,403.81,3901,3865.3,0.9303,225,15.87,26.3
02/01/90 16:00,139.42,126.17,1202.1,1177.6,0.8447,56.998,14.92,18.773
02/01/90 17:00,0,0,0,-0.096,0,0,13.67,14.117
02/01/90 18:00,0,0,0,-0.096,0,0,12.71,12.811
02/01/90 19:00,0,0,0,-0.096,0,0,11.94,12.021
02/01/90 20:00,0,0,0,-0.096,0,0,11.15,11.234
02/01/90 21:00,0,0,0,-0.096,0,0,10.72,10.766
02/01/90 22:00,0,0,0,-0.096,0,0,10.22,10.273
02/01/90 23:00,0,0,0,-0.096,0,0,9.86,9.8981
03/01/90 00:00,0,0,0,-0.096,0,0,9.59,9.6186
03/01/90 01:00,0,0,0,-0.096,0,0,9.3299,9.3574
03/01/90 02:00,0,0,0,-0.096,0,0,9.07,9.0975
03/01/90 03:00,0,0,0,-0.096,0,0,8.77,8.8015
03/01/90 04:00,0,0,0,-0.096,0,0,8.5201,8.5461
03/01/90 05:00,0,0,0,-0.096,0,0,8.41,8.4214
03/01/90 06:00,0,0,0,-0.096,0,0,8.37,8.3741
03/01/90 07:00,0,0,0,-0.096,0,7.9987,7.7701,7.8312
03/01/90 08:00,201.62,193.23,1914.5,1887.1,0.936,128,8.76,12.893
03/01/90 09:00,398.84,391.18,3843,3807.6,0.9547,269,12.52,21.251
03/01/90 10:00,537.47,529.84,5135.2,5094,0.9478,375,13.88,26.449
03/01/90 11:00,690.47,684.48,6531.7,6479.4,0.9384,465,14.71,31.15
03/01/90 12:00,734.34,729,6909.7,6854.4,0.9334,489,15.13,32.952
03/01/90 13:00,763.89,757.69,7156.6,7099.4,0.9294,479,15.23,33.831
03/01/90 14:00,523,514.95,4959.4,4919.3,0.9406,337,15.04,28.194
03/01/90 15:00,382.7,371.92,3616.1,3581.6,0.9359,218,14.54,23.989
03/01/90 16:00,121.02,110.08,1047.2,1023.4,0.8457,53.999,13.8,17.155
03/01/90 17:00,0,0,0,-0.096,0,0,12.89,13.239
03/01/90 18:00,0,0,0,-0.096,0,0,12.27,12.331
03/01/90 19:00,0,0,0,-0.096,0,0,11.9,11.937
03/01/90 20:00,0,0,0,-0.096,0,0,11.7,11.72
03/01/90 21:00,0,0,0,-0.096,0,0,11.99,11.962
03/01/90 22:00,0,0,0,-0.096,0,0,11.91,11.918
03/01/90 23:00,0,0,0,-0.096,0,0,11.82,11.829
04/01/90 00:00,0,0,0,-0.096,0,0,11.8,11.802
04/01/90 01:00,0,0,0,-0.096,0,0,11.78,11.782
04/01/90 02:00,0,0,0,-0.096,0,0,11.77,11.771
04/01/90 03:00,0,0,0,-0.096,0,0,11.54,11.562
04/01/90 04:00,0,0,0,-0.096,0,0,11.39,11.404
04/01/90 05:00,0,0,0,-0.096,0,0,11.36,11.363
04/01/90 06:00,0,0,0,-0.096,0,0,11.36,11.36
04/01/90 07:00,0,0,0,-0.096,0,7.9987,11.41,11.405
04/01/90 08:00,166.06,159.27,1551.3,1525.5,0.9187,116,12.1,15.603
04/01/90 09:00,582.18,573.25,5555.6,5511.1,0.9467,336,13.6,26.631
04/01/90 10:00,523.42,515.84,4984.4,4944.2,0.9446,368,14.57,27.25
04/01/90 11:00,759.92,754.6,7144.4,7087.3,0.9327,496,15.08,33.177
04/01/90 12:00,554.12,547.55,5260.7,5218.6,0.9418,406,15.23,29.048
04/01/90 13:00,357.47,350.33,3397.7,3364.1,0.9411,298,15.4,24.338
04/01/90 14:00,484.74,476.82,4612.8,4574.2,0.9437,326,15.17,26.645
04/01/90 15:00,295.18,286.68,2787.4,2756.4,0.9338,189,14.76,22.165
04/01/90 16:00,16.021,15.594,120.97,85.344,0.5327,19.001,14.2,15.166
04/01/90 17:00,0,0,0,-0.096,0,0,13.61,13.691
04/01/90 18:00,0,0,0,-0.096,0,0,13.31,13.335
04/01/90 19:00,0,0,0,-0.096,0,0,13.23,13.237
04/01/90 20:00,0,0,0,-0.096,0,0,13.18,13.184
04/01/90 21:00,0,0,0,-0.096,0,0,13.54,13.51
04/01/90 22:00,0,0,0,-0.096,0,0,13.46,13.467
04/01/90 23:00,0,0,0,-0.096,0,0,13.36,13.368
05/01/90 00:00,0,0,0,-0.096,0,0,13.17,13.186
05/01/90 01:00,0,0,0,-0.096,0,0,12.91,12.932
05/01/90 02:00,0,0,0,-0.096,0,0,12.82,12.828
05/01/90 03:00,0,0,0,-0.096,0,0,12.82,12.82
05/01/90 04:00,0,0,0,-0.096,0,0,12.66,12.674
05/01/90 05:00,0,0,0,-0.096,0,0,12.4,12.423
05/01/90 06:00,0,0,0,-0.096,0,0,12.32,12.327
05/01/90 07:00,0,0,0,-0.096,0,7.9987,12.27,12.274
05/01/90 08:00,93.613,90.036,854.07,831.11,0.8879,82.001,12.67,14.655
05/01/90 09:00,91.652,88.569,834.37,811.49,0.8854,97,14.25,16.309
05/01/90 10:00,140.38,135.86,1301.6,1276.8,0.9096,146,15.04,18.223
05/01/90 11:00,732.26,726.81,6907.3,6852.1,0.9358,483,15.55,32.206
05/01/90 12:00,824.45,820.35,7684.2,7622.7,0.9246,525,15.83,35.865
05/01/90 13:00,750.61,744.57,7015.4,6959.3,0.9272,473,16.08,34.574
05/01/90 14:00,476,468.18,4506.3,4468.1,0.9387,322,15.97,28.04
05/01/90 15:00,432.14,420.45,4069.8,4033.4,0.9334,235,15.49,25.937
05/01/90 16:00,163.82,148.65,1426,1400.7,0.855,65.999,14.77,19.076
05/01/90 17:00,0,0,0,-0.096,0,0,13.85,14.281
05/01/90 18:00,0,0,0,-0.096,0,0,13.33,13.38
05/01/90 19:00,0,0,0,-0.096,0,0,13.02,13.051
05/01/90 20:00,0,0,0,-0.096,0,0,12.73,12.759
05/01/90 21:00,0,0,0,-0.096,0,0,12.58,12.595
05/01/90 22:00,0,0,0,-0.096,0,0,12.26,12.292
05/01/90 23:00,0,0,0,-0.096,0,0,11.98,12.008
06/01/90 00:00,0,0,0,-0.096,0,0,11.71,11.738
06/01/90 01:00,0,0,0,-0.096,0,0,11.55,11.566
06/01/90 02:00,0,0,0,-0.096,0,0,11.35,11.371
06/01/90 03:00,0,0,0,-0.096,0,0,11.12,11.144
06/01/90 04:00,0,0,0,-0.096,0,0,9.64,9.7965
06/01/90 05:00,0,0,0,-0.096,0,0,9.46,9.4793
06/01/90 06:00,0,0,0,-0.096,0,0,9.34,9.353
06/01/90 07:00,0,0,0,-0.096,0,7.9987,9.3499,9.3489
06/01/90 08:00,301.19,287.98,2854,2822.7,0.9372,161,10.52,16.623
06/01/90 09:00,541.24,532.52,5174.8,5133.3,0.9485,322,13.59,25.695
06/01/90 10:00,715.55,708.39,6733,6679.1,0.9335,446,15.37,32.23
06/01/90 11:00,811.7,806.96,7558.9,7498.4,0.9238,517,16.34,35.934
06/01/90 12:00,827.66,823.49,7676.6,7615.2,0.9201,529,16.93,37.185
06/01/90 13:00,741.31,735.12,6904.7,6849.5,0.924,472,17.14,35.477
06/01/90 14:00,630.41,622.18,5903.7,5856.4,0.929,381,17.18,32.778
06/01/90 15:00,431.52,419.98,4041.6,4005.3,0.9282,237,16.76,27.605
06/01/90 16:00,171.65,155.87,1491.8,1466.1,0.8542,68.998,15.77,20.349
06/01/90 17:00,0,0,0,-0.096,0,0,14.54,15.083
06/01/90 18:00,0,0,0,-0.096,0,0,13.47,13.591
06/01/90 19:00,0,0,0,-0.096,0,0,12.69,12.785
06/01/90 20:00,0,0,0,-0.096,0,0,12.57,12.585
06/01/90 21:00,0,0,0,-0.096,0,0,11.67,11.776
06/01/90 22:00,0,0,0,-0.096,0,0,10.69,10.802
06/01/90 23:00,0,0,0,-0.096,0,0,10.14,10.202
07/01/90 00:00,0,0,0,-0.096,0,0,9.71,9.7584
07/01/90 01:00,0,0,0,-0.096,0,0,9.3801,9.4169
07/01/90 02:00,0,0,0,-0.096,0,0,9.1501,9.1756
07/01/90 03:00,0,0,0,-0.096,0,0,9.1501,9.1501
07/01/90 04:00,0,0,0,-0.096,0,0,8.8,8.8385
07/01/90 05:00,0,0,0,-0.096,0,0,8.76,8.7644
07/01/90 06:00,0,0,0,-0.096,0,0,8.55,8.5729
07/01/90 07:00,0,0,0,-0.096,0,0.9982,9.16,9.0959
07/01/90 08:00,209.37,200.5,1980,1952.4,0.9325,132,9.9599,14.258
07/01/90 09:00,567.88,559.04,5452.4,5408.8,0.9525,332,12.16,24.732
07/01/90 10:00,735.82,728.77,6962.5,6906.8,0.9387,455,13.33,30.709
07/01/90 11:00,787.05,782.02,7394.7,7335.5,0.9321,508,14.39,33.414
07/01/90 12:00,695.86,690.27,6558.5,6506,0.935,474,15.24,32.368
07/01/90 13:00,656.82,650.15,6191.8,6142.3,0.9352,439,15.7,31.744
07/01/90 14:00,575.85,567.75,5451.1,5407.5,0.9391,363,15.11,29.311
07/01/90 15:00,304.92,296.41,2886,2854.5,0.9362,197,14.02,22.033
07/01/90 16:00,0,0,0,-0.096,0,5.9979,13.73,14.498
07/01/90 17:00,0,0,0,-0.096,0,0,12.84,12.936
07/01/90 18:00,0,0,0,-0.096,0,0,11.92,12.023
07/01/90 19:00,0,0,0,-0.096,0,0,10.61,10.762
07/01/90 20:00,0,0,0,-0.096,0,0,9.7401,9.8412
07/01/90 21:00,0,0,0,-0.096,0,0,9.0099,9.0916
07/01/90 22:00,0,0,0,-0.096,0,0,8.39,8.4576
07/01/90 23:00,0,0,0,-0.096,0,0,8.07,8.1042
08/01/90 00:00,0,0,0,-0.096,0,0,7.98,7.9896
08/01/90 01:00,0,0,0,-0.096,0,0,7.6801,7.7116
08/01/90 02:00,0,0,0,-0.096,0,0,7.67,7.671
08/01/90 03:00,0,0,0,-0.096,0,0,7.8,7.7866
08/01/90 04:00,0,0,0,-0.096,0,0,7.92,7.9076
08/01/90 05:00,0,0,0,-0.096,0,0,8.17,8.1441
08/01/90 06:00,0,0,0,-0.096,0,0,8.14,8.1431
08/01/90 07:00,0,0,0,-0.096,0,7.9987,8.48,8.4451
08/01/90 08:00,226.74,217.02,2153.6,2125.2,0.9373,139,8.98,13.664
08/01/90 09:00,26.143,25.173,214.15,189.21,0.7238,29.999,10.96,11.857
08/01/90 10:00,75.064,72.433,678.96,656.74,0.8749,82.001,12.44,13.99
08/01/90 11:00,71.992,69.44,646.87,624.78,0.8679,78.998,13.24,14.895
08/01/90 12:00,372.69,365.52,3576.9,3542.6,0.9506,318,13.77,22.005
08/01/90 13:00,650.82,644.11,6191.4,6141.9,0.9438,438,13.93,29.094
08/01/90 14:00,611.67,603.44,5805.6,5759.2,0.9416,378,13.91,28.811
08/01/90 15:00,445.84,434.26,4222.9,4185.9,0.9389,246,13.72,24.758
08/01/90 16:00,160.73,146.63,1412.3,1387,0.863,70.001,13.44,17.745
08/01/90 17:00,0,0,0,-0.096,0,0,12.55,13.021
08/01/90 18:00,0,0,0,-0.096,0,0,11.56,11.667
08/01/90 19:00,0,0,0,-0.096,0,0,10.6,10.704
08/01/90 20:00,0,0,0,-0.096,0,0,9.82,9.9032
08/01/90 21:00,0,0,0,-0.096,0,0,9.4701,9.5065
08/01/90 22:00,0,0,0,-0.096,0,0,8.7901,8.8615
08/01/90 23:00,0,0,0,-0.096,0,0,8.08,8.1557
09/01/90 00:00,0,0,0,-0.096,0,0,7.47,7.5354
09/01/90 01:00,0,0,0,-0.096,0,0,7.0701,7.113
09/01/90 02:00,0,0,0,-0.096,0,0,6.83,6.856
09/01/90 03:00,0,0,0,-0.096,0,0,6.79,6.7943
09/01/90 04:00,0,0,0,-0.096,0,0,6.78,6.7811
09/01/90 05:00,0,0,0,-0.096,0,0,6.81,6.8067
09/01/90 06:00,0,0,0,-0.096,0,0,6.7101,6.7211
09/01/90 07:00,0,0,0,-0.096,0,7.9987,6.38,6.4166
09/01/90 08:00,323.14,308.76,3091,3058.7,0.9466,170,7.64,14.139
09/01/90 09:00,127.6,123.54,1195.6,1171.2,0.9179,129,10.84,14.019
09/01/90 10:00,151.46,146.67,1422,1396.7,0.9222,156,12.5,15.863
09/01/90 11:00,476.52,469.36,4584.3,4545.8,0.954,372,13.23,23.805
09/01/90 12:00,386.95,379.68,3705.3,3670.4,0.9486,328,13.54,23.03
09/01/90 13:00,88.553,85.491,802.45,779.71,0.8805,95.998,13.83,16.7
09/01/90 14:00,55.953,53.953,492.19,470.75,0.8414,61.998,13.86,15.286
09/01/90 15:00,0,0,0,-0.096,0,0,13.43,13.622
09/01/90 16:00,0,0,0,-0.096,0,0,12.57,12.666
09/01/90 17:00,0,0,0,-0.096,0,0,11.75,11.845
09/01/90 18:00,0,0,0,-0.096,0,0,10.37,10.532
09/01/90 19:00,0,0,0,-0.096,0,0,9.5801,9.6727
09/01/90 20:00,0,0,0,-0.096,0,0,8.5799,8.6955
09/01/90 21:00,0,0,0,-0.096,0,0,9.5,9.393
09/01/90 22:00,0,0,0,-0.096,0,0,8.3099,8.4441
09/01/90 23:00,0,0,0,-0.096,0,0,7.56,7.6437
10/01/90 00:00,0,0,0,-0.096,0,0,6.8901,6.9637
10/01/90 01:00,0,0,0,-0.096,0,0,6.99,6.9789
10/01/90 02:00,0,0,0,-0.096,0,0,6.9099,6.9188
10/01/90 03:00,0,0,0,-0.096,0,0,7.0701,7.0523
10/01/90 04:00,0,0,0,-0.096,0,0,6.95,6.9632
10/01/90 05:00,0,0,0,-0.096,0,0,6.8901,6.8966
10/01/90 06:00,0,0,0,-0.096,0,0,6.69,6.7119
10/01/90 07:00,0,0,0,-0.096,0,7.9987,6.42,6.4492
10/01/90 08:00,91.976,88.457,854.16,831.2,0.9038,82.001,7.42,9.2502
10/01/90 09:00,235.63,229.71,2265.5,2236.6,0.9492,197,11.12,16.056
10/01/90 10:00,275.68,269.17,2646.6,2616.2,0.949,242,11.98,18.4
10/01/90 11:00,259.41,252.54,2474.5,2444.8,0.9425,250,12.69,18.839
10/01/90 12:00,108.04,104.39,994.42,970.88,0.8986,116,13.07,15.915
10/01/90 13:00,81.704,78.853,740.39,717.91,0.8787,89.002,13.14,15.137
10/01/90 14:00,237.26,231.29,2263,2234.2,0.9417,208,13.1,18.453
10/01/90 15:00,102.45,99.061,942.51,919.19,0.8972,102,12.67,15.421
10/01/90 16:00,53.061,50.047,456.59,435.29,0.8204,43.001,12.09,13.495
10/01/90 17:00,0,0,0,-0.096,0,0,11.37,11.561
10/01/90 18:00,0,0,0,-0.096,0,0,10.87,10.92
10/01/90 19:00,0,0,0,-0.096,0,0,10.45,10.492
10/01/90 20:00,0,0,0,-0.096,0,0,10.17,10.197
10/01/90 21:00,0,0,0,-0.096,0,0,9.8,9.8342
10/01/90 22:00,0,0,0,-0.096,0,0,9.7401,9.7455
10/01/90 23:00,0,0,0,-0.096,0,0,9.43,9.4597
11/01/90 00:00,0,0,0,-0.096,0,0,9.23,9.2494
11/01/90 01:00,0,0,0,-0.096,0,0,8.98,9.0041
11/01/90 02:00,0,0,0,-0.096,0,0,9.0099,9.0071
11/01/90 03:00,0,0,0,-0.096,0,0,8.7901,8.8112
11/01/90 04:00,0,0,0,-0.096,0,0,8.78,8.781
11/01/90 05:00,0,0,0,-0.096,0,0,8.64,8.6534
11/01/90 06:00,0,0,0,-0.096,0,0,8.85,8.8307
11/01/90 07:00,0,0,0,-0.096,0,7.9987,8.96,8.9501
11/01/90 08:00,26.077,25.195,215.79,191.03,0.7326,29.999,9.4399,9.9798
11/01/90 09:00,212.94,207.4,2048.1,2020.2,0.9487,183,10,14.623
11/01/90 10:00,71.171,68.662,644.85,622.77,0.8751,78,10.43,12.383
11/01/90 11:00,42.91,41.327,372.6,351.65,0.8195,48.001,10.8,11.858
11/01/90 12:00,43.851,42.235,381.05,360.08,0.8212,48.999,11.23,12.248
11/01/90 13:00,40.108,38.626,345.59,324.76,0.8098,45.002,11.11,12.095
11/01/90 14:00,30.809,29.667,257.67,237.12,0.7697,34.998,11.33,12.078
11/01/90 15:00,18.841,18.156,146.87,114.21,0.6062,22,10.94,11.463
11/01/90 16:00,31.367,30.093,262.98,242.49,0.7731,31.999,10.04,10.849
11/01/90 17:00,0,0,0,-0.096,0,0,9.54,9.6526
11/01/90 18:00,0,0,0,-0.096,0,0,9.46,9.4676
11/01/90 19:00,0,0,0,-0.096,0,0,9.46,9.46
11/01/90 20:00,0,0,0,-0.096,0,0,9.4701,9.4691
11/01/90 21:00,0,0,0,-0.096,0,0,9.43,9.4335
11/01/90 22:00,0,0,0,-0.096,0,0,9.3801,9.3843
11/01/90 23:00,0,0,0,-0.096,0,0,9.29,9.2977
12/01/90 00:00,0,0,0,-0.096,0,0,9.32,9.3174
12/01/90 01:00,0,0,0,-0.096,0,0,9.34,9.3383
12/01/90 02:00,0,0,0,-0.096,0,0,9.41,9.404
12/01/90 03:00,0,0,0,-0.096,0,0,9.3299,9.3367
12/01/90 04:00,0,0,0,-0.096,0,0,9.21,9.2203
12/01/90 05:00,0,0,0,-0.096,0,0,9.16,9.1643
12/01/90 06:00,0,0,0,-0.096,0,0,9.1699,9.1691
12/01/90 07:00,7.1181,7.053,43.718,0,0,9.0013,9.1501,9.3247
12/01/90 08:00,279.09,266.73,2650.9,2620.5,0.939,157,9.21,15.14
12/01/90 09:00,275.66,269.29,2667.6,2637.1,0.9567,215,9.6701,16.19
12/01/90 10:00,336.05,328.92,3251.6,3218.6,0.9578,282,10.52,18.354
12/01/90 11:00,718.51,712.9,6887.4,6832.3,0.9509,486,10.86,27.547
12/01/90 12:00,126.05,121.87,1174.1,1149.8,0.9122,134,10.95,15.105
12/01/90 13:00,96.385,93.082,888.84,865.75,0.8983,104,11,13.346
12/01/90 14:00,0,0,0,-0.096,0,0,10.78,10.989
12/01/90 15:00,0,0,0,-0.096,0,0,10.58,10.597
12/01/90 16:00,38.061,36.455,325.42,304.67,0.8005,38.002,10.17,11.039
12/01/90 17:00,0,0,0,-0.096,0,0,9.6199,9.7639
12/01/90 18:00,0,0,0,-0.096,0,0,9.1899,9.2341
12/01/90 19:00,0,0,0,-0.096,0,0,8.85,8.8856
12/01/90 20:00,0,0,0,-0.096,0,0,8.4301,8.4745
12/01/90 21:00,0,0,0,-0.096,0,0,7.7501,7.8236
12/01/90 22:00,0,0,0,-0.096,0,0,7.3201,7.3669
12/01/90 23:00,0,0,0,-0.096,0,0,7.06,7.0883
13/01/90 00:00,0,0,0,-0.096,0,0,6.94,6.9532
13/01/90 01:00,0,0,0,-0.096,0,0,6.85,6.8599
13/01/90 02:00,0,0,0,-0.096,0,0,6.7,6.7165
13/01/90 03:00,0,0,0,-0.096,0,0,6.6,6.6109
13/01/90 04:00,0,0,0,-0.096,0,0,6.5301,6.5377
13/01/90 05:00,0,0,0,-0.096,0,0,6.3901,6.4053
13/01/90 06:00,0,0,0,-0.096,0,0,6.0499,6.0867
13/01/90 07:00,7.1141,7.0511,44.04,0.0954,0.0013,9.0013,5.7299,5.9333
13/01/90 08:00,300.02,286.61,2874.9,2843.5,0.9478,165,6.87,12.975
13/01/90 09:00,423.27,415.31,4106.7,4070.2,0.9616,286,10.22,19.64
13/01/90 10:00,712.94,705.71,6811.9,6757.4,0.9479,454,11.33,27.82
13/01/90 11:00,841.12,836.81,7935.5,7872,0.9359,540,12.1,32.314
13/01/90 12:00,832.86,828.47,7841.1,7778.4,0.934,543,12.54,32.914
13/01/90 13:00,303.71,296.92,2899.7,2868.2,0.9444,268,12.74,21.171
13/01/90 14:00,514.21,506.19,4939.4,4899.3,0.9528,352,12.38,24.339
13/01/90 15:00,114.97,111.22,1063.6,1039.8,0.9045,113,12.19,15.807
13/01/90 16:00,20.805,20.178,165.77,135.28,0.6503,24.001,11.44,12.237
13/01/90 17:00,0,0,0,-0.096,0,0,10.59,10.733
13/01/90 18:00,0,0,0,-0.096,0,0,9.7401,9.828
13/01/90 19:00,0,0,0,-0.096,0,0,9.2399,9.2916
13/01/90 20:00,0,0,0,-0.096,0,0,8.6301,8.6932
13/01/90 21:00,0,0,0,-0.096,0,0,7.64,7.7456
13/01/90 22:00,0,0,0,-0.096,0,0,6.9801,7.0499
13/01/90 23:00,0,0,0,-0.096,0,0,6.65,6.6844
14/01/90 00:00,0,0,0,-0.096,0,0,6.52,6.5334
14/01/90 01:00,0,0,0,-0.096,0,0,6.2499,6.2779
14/01/90 02:00,0,0,0,-0.096,0,0,6.54,6.5098
14/01/90 03:00,0,0,0,-0.096,0,0,6.1201,6.1635
14/01/90 04:00,0,0,0,-0.096,0,0,5.95,5.9676
14/01/90 05:00,0,0,0,-0.096,0,0,5.79,5.8064
14/01/90 06:00,0,0,0,-0.096,0,0,5.61,5.6288
14/01/90 07:00,7.1088,7.0481,43.995,0.0595,0.0008,9.0013,5.9799,6.1105
14/01/90 08:00,336.45,321.24,3220.2,3187.4,0.9474,177,7.15,14.024
14/01/90 09:00,585.18,576.14,5644.7,5599.6,0.9569,347,10.36,23.447
14/01/90 10:00,770.62,763.61,7318.2,7259.6,0.9421,481,11.48,29.686
14/01/90 11:00,882.95,878.82,8284.7,8218.4,0.9308,565,12.41,33.715
14/01/90 12:00,588.77,582.06,5620.4,5575.5,0.947,435,12.81,27.71
14/01/90 13:00,779.99,774.23,7371.8,7312.8,0.9376,504,12.89,31.495
14/01/90 14:00,681.21,673.05,6455.5,6403.8,0.9401,418,12.97,29.71
14/01/90 15:00,496.86,485.13,4724.5,4685.4,0.943,277,12.44,24.779
14/01/90 16:00,218.33,200.21,1955.8,1928.2,0.8832,95,11.79,17.426
14/01/90 17:00,0,0,0,-0.096,0,0,11.07,11.697
14/01/90 18:00,0,0,0,-0.096,0,0,9.7599,9.9074
14/01/90 19:00,0,0,0,-0.096,0,0,8.0399,8.2306
14/01/90 20:00,0,0,0,-0.096,0,0,7.08,7.1847
14/01/90 21:00,0,0,0,-0.096,0,0,6.97,6.9819
14/01/90 22:00,0,0,0,-0.096,0,0,6.3001,6.3715
14/01/90 23:00,0,0,0,-0.096,0,0,5.9,5.942
15/01/90 00:00,0,0,0,-0.096,0,0,5.48,5.5234
15/01/90 01:00,0,0,0,-0.096,0,0,5.4201,5.4262
15/01/90 02:00,0,0,0,-0.096,0,0,5.23,5.2493
15/01/90 03:00,0,0,0,-0.096,0,0,5.1501,5.1582
15/01/90 04:00,0,0,0,-0.096,0,0,5.07,5.0782
15/01/90 05:00,0,0,0,-0.096,0,0,4.9901,4.9983
15/01/90 06:00,0,0,0,-0.096,0,0,5.02,5.0169
15/01/90 07:00,7.1024,7.044,44.047,0.1011,0.0014,9.0013,5.0299,5.1982
15/01/90 08:00,357.27,341,3428.6,3394.9,0.9503,185,6.24,13.526
15/01/90 09:00,553.37,544.41,5346.4,5303.6,0.9585,338,10.31,22.649
15/01/90 10:00,766.23,759.11,7273.3,7215.1,0.9417,482,11.78,29.773
15/01/90 11:00,632.38,625.79,6035.6,5987.3,0.9468,457,12.53,28.118
15/01/90 12:00,602.86,596.1,5758.8,5712.7,0.9476,445,12.96,27.6
15/01/90 13:00,567.15,559.98,5417.4,5374,0.9476,414,13.33,27.102
15/01/90 14:00,485.88,477.89,4646.3,4607.5,0.9483,343,13.31,25.207
15/01/90 15:00,462.76,451.79,4404.5,4366.7,0.9437,267,13.05,24.191
15/01/90 16:00,198.44,182.6,1776.7,1749.9,0.8818,92.001,12.36,17.552
15/01/90 17:00,0,0,0,-0.096,0,0,11.34,11.925
15/01/90 18:00,0,0,0,-0.096,0,0,9.98,10.132
15/01/90 19:00,0,0,0,-0.096,0,0,9.12,9.2184
15/01/90 20:00,0,0,0,-0.096,0,0,8.39,8.4736
15/01/90 21:00,0,0,0,-0.096,0,0,7.7501,7.8222
15/01/90 22:00,0,0,0,-0.096,0,0,7.1799,7.2436
15/01/90 23:00,0,0,0,-0.096,0,0,6.7301,6.7803
16/01/90 00:00,0,0,0,-0.096,0,0,6.42,6.4547
16/01/90 01:00,0,0,0,-0.096,0,0,6.02,6.0643
16/01/90 02:00,0,0,0,-0.096,0,0,5.72,5.753
16/01/90 03:00,0,0,0,-0.096,0,0,5.2799,5.3283
16/01/90 04:00,0,0,0,-0.096,0,0,4.9001,4.9415
16/01/90 05:00,0,0,0,-0.096,0,0,4.61,4.6417
