PEM Size (MW),Curtailment Recovery (%),Discounted LCOH (EUR/kg H2),NPV (EUR),H2 (kg/year),Utilization (%),Avoided Curtailment (MWh),Residual Curtailment (MWh),Lost Export Energy (MWh),PV Opportunity Cost (EUR/year),Pareto Efficient,Balanced Distance to Ideal,Balanced Compromise
1.82,85.698764027479,6.628505670764396,179875.83647443954,56568.325453407335,18.459428471072307,2282.0022,380.8159,661.0214,107733.69427,True,0.23866120450253264,False
1.83,86.01345319081315,6.636787780218445,176586.73402949335,56800.257961617215,18.43201337425456,2290.3818,372.4363,664.4174,108273.19072,True,0.23993424452929205,False
1.84,86.32556238069735,6.645356438870768,173103.5058112238,57025.15434471885,18.402739105618423,2298.6927,364.1254,667.5344,108786.11392,True,0.2413247666966596,False
1.85,86.63577883896764,6.653504322399343,169773.28483170777,57243.24108897413,18.371724669875356,2306.9532,355.8649,670.3685,109233.49388200001,True,0.2426517189554516,False
1.86,86.94428658119757,6.661785999222561,166344.00139192562,57460.347415493256,18.340714759169245,2315.1682,347.6499,673.1945,109685.58434200002,True,0.2440517514798061,False
1.87,87.2507663966983,6.670761567326072,162571.24272318225,57688.05346562718,18.31308329060142,2323.3292,339.4889,676.5736,110252.000922,True,0.2456660327958055,False
1.88,87.55302887568625,6.67973641729297,158774.48388743377,57919.63776596259,18.286760419702713,2331.3779,331.4402,680.2321,110848.36918199998,True,0.24732363884112754,False
1.89,87.85059332441823,6.68858470320987,154983.55113984447,58143.12250833063,18.258248169892006,2339.3015,323.5166,683.6071,111387.35987699998,True,0.24899611941050026,False
1.9,88.14548391420352,6.697921639262712,150865.13396061643,58347.45959396695,18.22446226868541,2347.1539,315.6642,686.1256,111830.57683199999,True,0.2508452479030949,False
1.91,88.43916525879105,6.707310076198656,146731.0715594484,58568.891254009046,18.19590296205982,2354.9741,307.844,689.4916,112395.28363199998,True,0.25273934590517416,False
1.92,88.73158102688276,6.716121924873518,142849.9612893539,58789.66159724598,18.167425917998475,2362.7606,300.0575,692.8551,112925.80893199999,True,0.25451658307707453,False
1.93,89.02242702946927,6.725364834777815,138730.19490191637,59015.69642825644,18.140697234248943,2370.5053,292.3128,696.5061,113521.067732,True,0.2564439954061877,False
1.94,89.31040389127595,6.7343865485946175,134669.95728309266,59234.31114911656,18.112082215317987,2378.1736,284.6445,699.8661,114057.43104199998,True,0.2583526037188029,False
1.95,89.5965218202475,6.743907036992336,130320.06889582842,59451.9824610528,18.08345334269992,2385.7924,277.0257,703.2231,114621.03025699998,True,0.2604336333623452,False
1.96,89.88125399928745,6.753435668659213,125929.01166018887,59668.92715787171,18.054885378809058,2393.3743,269.4438,706.5773,115184.35290399998,True,0.2625529790466505,False
1.97,90.16436759236389,6.762384853917733,121772.82931064565,59872.716316699145,18.022923185684817,2400.9130999999998,261.905,709.3388,115628.146459,True,0.2645517368804372,False
1.98,90.44499509748712,6.7718353212652485,117361.40550305774,60093.78697004197,17.995997071168308,2408.3857,254.4324,712.984,116222.730219,True,0.2667184210945983,False
1.99,90.72247556076023,6.780623057309204,113218.53000335096,60294.71090432809,17.96373132787224,2415.7745,247.0436,715.735,116644.912569,True,0.2687418548526406,False
2.0,90.99727465424694,6.788813448116826,109295.55046519185,60462.89079734577,17.92277511415525,2423.0919,239.7262,716.9783,116812.196285,True,0.2706396055745477,False
2.01,91.26887788542523,6.797941717438208,104924.11333246289,60666.83462826391,17.891884186374067,2430.3242,232.4939,720.0072,117282.22066299999,True,0.27282175414336973,False
2.02,91.53777345887801,6.807445905938463,100333.16096774541,60875.763743087824,17.862588159500884,2437.4844,225.3337,723.3363,117812.78789299999,True,0.2751414313714895,False
2.03,91.80278968360625,6.8167863335555055,95780.98966100534,61076.499656248234,17.831280225836203,2444.5413,218.2768,726.3596,118281.47193799997,True,0.2774502991803623,False
2.04,92.06346464296603,6.826296086829177,91095.24038734139,61268.71459611021,17.79789036619214,2451.4826,211.3355,729.0716,118706.11502299999,True,0.27984304051768943,False
2.05,92.32135683620297,6.83687726989548,85767.66302004553,61427.35003538558,17.75580187103241,2458.3498,204.4683,730.2371,118970.68608799999,True,0.2825855423769314,False
2.06,92.57601936835265,6.846511453129084,80933.33096532716,61603.32102686241,17.718649421465617,2465.131,197.6871,732.3056,119298.980393,True,0.285080474693298,False
2.07,92.82747101651442,6.855796490119607,76252.35640280019,61777.47064705714,17.681301700747802,2471.8267,190.9914,734.3591,119596.60841299998,True,0.28750317072346193,False
2.08,93.07697360176424,6.866171302956774,70979.31686324372,61963.40151413202,17.647370587460482,2478.4705,184.3476,737.0216,120045.87584299999,True,0.29026973781693205,False
2.09,93.32346809569907,6.875890182782936,66013.5326103278,62141.18389196653,17.6115651831946,2485.0342,177.7839,739.3616,120402.20735299998,True,0.2928746809432873,False
2.1,93.56739388244357,6.886659161140227,60475.746541536966,62337.23006810801,17.580800717547294,2491.5295,171.2886,742.6346,120953.212163,True,0.29581435604975287,False
2.11,93.80973863742327,6.896625991316368,55324.60556642998,62525.8570737276,17.548373152416197,2497.9827,164.8354,745.5884,121407.111209,True,0.2985456303624758,False
2.12,94.04970621162595,6.906876426002126,49982.78352959576,62706.633816822985,17.514172482122856,2504.3726,158.4455,748.2194,121828.335599,True,0.3013898700522597,False
2.13,94.28549400351454,6.91757152337655,44373.109642344294,62891.98125780486,17.481368576757347,2510.6512,152.1669,751.1624,122312.84788400002,True,0.3043950197658552,False
2.14,94.51858164851741,6.928253457701314,38735.75145651499,63075.93467821464,17.44845570349507,2516.8579,145.9602,754.0994,122790.83636900001,True,0.30742396805996164,False
2.15,94.74786505319308,6.938963030713587,33052.314127854406,63264.72077144041,17.41699161091643,2522.9633,139.8548,757.3529,123308.03696900001,True,0.31048836162379306,False
2.16,94.97293487677584,6.949651551749689,27344.82549857463,63451.479248593816,17.385210024522237,2528.9565,133.86159999999998,760.6034,123813.854159,True,0.31357398290674565,False
2.17,95.19518813545695,6.960059745872439,21753.06507456735,63630.0581741127,17.351598699577046,2534.8747,127.94339999999998,763.5254,124248.89401399999,True,0.3166004335285986,False
2.18,95.41507172420076,6.971053913111764,15810.825099739639,63814.20426871277,17.319646223451045,2540.7298,122.08829999999999,766.7684,124763.850419,True,0.3198302978692843,False
2.19,95.63215001430252,6.982416070112712,9633.171909262586,64003.843149047665,17.28929651174913,2546.5102,116.30789999999999,770.3376,125344.759543,True,0.32319869382242683,False
2.2,95.84584467110238,6.993882946060123,3361.011279159793,64191.91691435904,17.258759339975093,2552.2005,110.61759999999997,773.9076,125925.754123,True,0.3266258042788013,False
2.21,96.05541212146636,7.005109448855892,-2815.2225418602466,64371.163649020746,17.22621851691151,2557.7809,105.03719999999997,777.1461,126433.75240299999,True,0.3300045412024507,False
2.22,96.26138563501578,7.016452154373916,-9089.86458041909,64548.673585500605,17.193463326340037,2563.2656,99.5525,780.3816,126941.09008300002,True,0.333443914929577,False
2.23,96.46459140412182,7.028456734862137,-15765.335434395267,64724.81728796581,17.16060927165878,2568.6766,94.14149999999997,783.6141,127485.692773,True,0.33711391702727034,False
2.24,96.66630627153991,7.040148342485599,-22300.466637336838,64893.173859797724,17.12612269651011,2574.0479,88.7702,786.5084,127959.38973100002,True,0.34070946099991684,False
2.25,96.86497549344433,7.052260426692885,-29105.926749969483,65067.057280700734,17.093224251648913,2579.3381,83.47999999999999,789.7364,128503.357036,True,0.34446139705401746,False
2.26,97.06002824601501,7.064280670036013,-35899.10013248694,65246.294566330624,17.06183476785065,2584.532,78.28609999999999,793.3018,129083.36594100001,True,0.3482093919812035,False
2.27,97.25253106849469,7.07636630373908,-42764.99706700898,65424.34165203383,17.03038440649327,2589.658,73.16009999999999,796.868,129663.539706,True,0.3520015606815079,False
2.28,97.44255531386091,7.0884454386916325,-49652.39220905355,65586.94798262247,16.995458824000643,2594.718,68.10009999999998,799.751,130138.139811,True,0.355812091177698,False
2.29,97.62987941234138,7.100883583447122,-56780.44885271383,65755.3367362515,16.962162269944766,2599.7061,63.11199999999999,802.9715,130681.333251,True,0.3597605728997157,False
2.3,97.81557365859875,7.113347414128148,-63958.10248507628,65922.95083022049,16.928942823108994,2604.6508,58.16729999999998,806.1926,131224.898467,True,0.363739663955558,False
2.31,97.99861282300884,7.1258869696365,-71212.97178684053,66089.27922740116,16.895655676135128,2609.5248,53.2933,809.4125,131768.48487699998,True,0.3677652127437285,False
2.32,98.17823831075806,7.138315313476053,-78447.15542045656,66261.24930760992,16.863910703038894,2614.3079,48.5102,812.9784,132349.146371,True,0.3717789446893825,False
2.33,98.35483693009299,7.150512506904738,-85575.28434533774,66424.52333987007,16.830336390538342,2619.0104,43.80769999999999,816.1959,132856.54520599998,True,0.37573704575118366,False
2.34,98.52779654757492,7.16269687553899,-92727.73689693102,66586.03165381022,16.796561682863057,2623.616,39.202099999999994,819.4104,133354.425731,True,0.3797110978574809,False
2.35,98.69881836840452,7.175372741743063,-100171.09292396196,66731.82551479957,16.759384533177887,2628.17,34.64809999999999,821.9169,133776.291206,True,0.38385891641205827,False
2.36,98.8669184725761,7.188365648758499,-107848.8771124388,66890.83342930005,16.725527242473493,2632.6462,30.171899999999994,825.1224,134318.04319099998,True,0.38813556229214097,False
2.37,99.03010648755917,7.20131274138694,-115544.5145231884,67054.93630753859,16.693027859661292,2636.9916,25.826499999999996,828.6813,134897.545706,True,0.39242067007271425,False
2.38,99.18230238858598,7.214739139615194,-123543.02276759915,67213.99347982413,16.659400541038334,2641.0443,21.7738,832.2408,135477.112541,True,0.3968820399311048,False
2.39,99.32546274940823,7.228153249786486,-131548.26455894555,67361.4068610776,16.62319309910013,2644.8564,17.9617,835.4418,135975.959516,True,0.4013545212788637,False
2.4,99.45931717979535,7.242358356792916,-140051.02358110223,67511.99987209203,16.587806792237444,2648.4207,14.3974,838.9998,136555.188611,True,0.40610970271196545,False
2.41,99.58667848922914,7.255924386319848,-148180.6039380079,67644.48193219805,16.548470509104,2651.8121,11.006,841.8348,136964.042756,True,0.4106635670223543,False
2.42,99.70745654763275,7.270894637466338,-157165.8181435233,67781.37502070908,16.510319729046376,2655.0281999999997,7.7899,845.0275,137503.737413,True,0.4157042122781296,False
2.43,99.82092280355161,7.286172097916822,-166356.39483400376,67914.87376698217,16.471565477197135,2658.0496,4.7685,848.2196,138043.66408,True,0.42086531412712935,False
2.44,99.92408418735023,7.301655594828118,-175709.2618959027,68051.22616750668,16.43355041545026,2660.7966,2.0215,851.7762,138622.526637,True,0.4261176093671223,False
2.45,99.99965825679192,7.318434062771042,-185819.7279273508,68174.97495390882,16.392432205759015,2662.8089999999997,0.0091,855.3348,139201.673838,True,0.4318140613478757,False
2.46,100.0,7.338850472631666,-197992.72699444962,68264.32914717232,16.34235623863088,2662.8181,0.0,858.8943,139781.023683,True,0.43872372689212374,False
